Number,Date,Location,Infected,Recovered
5902,4.9.20,Chandigarh,5065,2946
5903,4.9.20,Chhattisgarh,37967,19265
5904,4.9.20,Dadra and Nagar Haveli and Daman and Diu,2450,2156
5905,4.9.20,Delhi,182306,164614
5906,4.9.20,Goa,19355,14573
5907,4.9.20,Gujarat,100213,84117
5908,4.9.20,Haryana,70099,56629
5909,4.9.20,Himachal Pradesh,6615,4907
5910,4.9.20,Jammu and Kashmir,39943,31502
5911,4.9.20,Jharkhand,46480,31330
5912,4.9.20,Karnataka,370206,274089
5913,4.9.20,Kerala,79625,58043
5914,4.9.20,Ladakh,2840,2074
5915,4.9.20,Madhya Pradesh,68586,53698
5916,4.9.20,Maharashtra,843844,638070
5917,4.9.20,Manipur,6609,4806
5918,4.9.20,Meghalaya,2626,1406
5919,4.9.20,Mizoram,1040,671
5920,4.9.20,Nagaland,4066,3333
5921,4.9.20,Odisha,113411,87873
5922,4.9.20,Puducherry,15581,10539
5923,4.9.20,Punjab,58515,42961
5924,4.9.20,Rajasthan,86227,72315
5925,4.9.20,Sikkim,1738,1308
5926,4.9.20,Tamil Nadu,445851,393781
5927,4.9.20,Telengana,135884,102890
5928,4.9.20,Tripura,13816,8341
5929,4.9.20,Uttarakhand,22180,15309
5930,4.9.20,Uttar Pradesh,247101,189503
5931,4.9.20,West Bengal,171681,147642
5932,5.9.20,Andaman and Nicobar Islands,3257,2912
5933,5.9.20,Andhra Pradesh,476506,374439
5934,5.9.20,Arunachal Pradesh,4775,3287
5935,5.9.20,Assam,121224,93065
5936,5.9.20,Bihar,144104,127072
5937,5.9.20,Chandigarh,5268,3173
5938,5.9.20,Chhattisgarh,40634,19962
5939,5.9.20,Dadra and Nagar Haveli and Daman and Diu,2467,2182
5940,5.9.20,Delhi,185220,166378
5941,5.9.20,Goa,19863,14967
5942,5.9.20,Gujarat,101533,85349
5943,5.9.20,Haryana,71983,57930
5944,5.9.20,Himachal Pradesh,6830,5015
5945,5.9.20,Jammu and Kashmir,40990,32190
5946,5.9.20,Jharkhand,48039,32490
5947,5.9.20,Karnataka,379486,280366
5948,5.9.20,Kerala,82104,60770
5949,5.9.20,Ladakh,2935,2120
5950,5.9.20,Madhya Pradesh,70244,54770
5951,5.9.20,Maharashtra,863062,651737
5952,5.9.20,Manipur,6699,4934
5953,5.9.20,Meghalaya,2734,1482
5954,5.9.20,Mizoram,1046,683
5955,5.9.20,Nagaland,4107,3371
5956,5.9.20,Odisha,116678,90862
5957,5.9.20,Puducherry,16164,10954
5958,5.9.20,Punjab,60013,44282
5959,5.9.20,Rajasthan,87797,73007
5960,5.9.20,Sikkim,1843,1334
5961,5.9.20,Tamil Nadu,451827,400194
5962,5.9.20,Telengana,138395,105480
5963,5.9.20,Tripura,14507,8619
5964,5.9.20,Uttarakhand,23011,15823
5965,5.9.20,Uttar Pradesh,253175,194580
5966,5.9.20,West Bengal,174659,151005
5967,6.9.20,Andaman and Nicobar Islands,3292,2954
5968,6.9.20,Andhra Pradesh,487331,386451
5969,6.9.20,Arunachal Pradesh,4914,3389
5970,6.9.20,Assam,123922,95415
5971,6.9.20,Bihar,145832,129238
5972,6.9.20,Chandigarh,5502,3359
5973,6.9.20,Chhattisgarh,43163,20843
5974,6.9.20,Dadra and Nagar Haveli and Daman and Diu,2537,2236
5975,6.9.20,Delhi,188193,168323
5976,6.9.20,Goa,20455,15510
5977,6.9.20,Gujarat,102844,86510
5978,6.9.20,Haryana,74272,59361
5979,6.9.20,Himachal Pradesh,7018,5040
5980,6.9.20,Jammu and Kashmir,42241,32694
5981,6.9.20,Jharkhand,49797,34792
5982,6.9.20,Karnataka,389232,289596
5983,6.9.20,Kerala,84759,62892
5984,6.9.20,Ladakh,2996,2162
5985,6.9.20,Madhya Pradesh,71880,56192
5986,6.9.20,Maharashtra,883862,662850
5987,6.9.20,Manipur,6883,5011
5988,6.9.20,Meghalaya,2916,1542
5989,6.9.20,Mizoram,1062,718
5990,6.9.20,Nagaland,4128,3402
5991,6.9.20,Odisha,120221,94312
5992,6.9.20,Puducherry,16566,11405
5993,6.9.20,Punjab,61527,45657
5994,6.9.20,Rajasthan,89363,74367
5995,6.9.20,Sikkim,1901,1352
5996,6.9.20,Tamil Nadu,457697,406114
5997,6.9.20,Telengana,140969,108416
5998,6.9.20,Tripura,15109,8889
5999,6.9.20,Uttarakhand,23961,16386
6000,6.9.20,Uttar Pradesh,259765,199802
6001,6.9.20,West Bengal,177701,154311
6002,7.9.20,Andaman and Nicobar Islands,3332,3001
6003,7.9.20,Andhra Pradesh,498125,398436
6004,7.9.20,Arunachal Pradesh,5000,3480
6005,7.9.20,Assam,125459,97186
6006,7.9.20,Bihar,147661,131235
6007,7.9.20,Chandigarh,5763,3510
6008,7.9.20,Chhattisgarh,45263,21578
6009,7.9.20,Dadra and Nagar Haveli and Daman and Diu,2575,2273
6010,7.9.20,Delhi,191449,170540
6011,7.9.20,Goa,20829,16075
6012,7.9.20,Gujarat,104179,87736
6013,7.9.20,Haryana,76549,60857
6014,7.9.20,Himachal Pradesh,7415,5239
6015,7.9.20,Jammu and Kashmir,43557,33111
6016,7.9.20,Jharkhand,51063,36653
6017,7.9.20,Karnataka,398551,299266
6018,7.9.20,Kerala,87841,65098
6019,7.9.20,Ladakh,3036,2186
6020,7.9.20,Madhya Pradesh,73574,57459
6021,7.9.20,Maharashtra,907212,671004
6022,7.9.20,Manipur,7022,5202
6023,7.9.20,Meghalaya,3005,1572
6024,7.9.20,Mizoram,1114,734
6025,7.9.20,Nagaland,4178,3521
6026,7.9.20,Odisha,124031,96910
6027,7.9.20,Puducherry,17032,11946
6028,7.9.20,Punjab,63473,47317
6029,7.9.20,Rajasthan,90956,75998
6030,7.9.20,Sikkim,1910,1376
6031,7.9.20,Tamil Nadu,463480,412022
6032,7.9.20,Telengana,142771,111136
6033,7.9.20,Tripura,15508,9197
6034,7.9.20,Uttarakhand,24629,16989
6035,7.9.20,Uttar Pradesh,266283,204658
6036,7.9.20,West Bengal,180788,157570
6037,8.9.20,Andaman and Nicobar Islands,3359,3047
6038,8.9.20,Andhra Pradesh,506493,408561
6039,8.9.20,Arunachal Pradesh,5180,3604
6040,8.9.20,Assam,128244,99446
6041,8.9.20,Bihar,149027,132906
6042,8.9.20,Chandigarh,5995,3808
6043,8.9.20,Chhattisgarh,47280,22572
6044,8.9.20,Dadra and Nagar Haveli and Daman and Diu,2590,2293
6045,8.9.20,Delhi,193526,172983
6046,8.9.20,Goa,21173,16672
6047,8.9.20,Gujarat,105509,89027
6048,8.9.20,Haryana,78773,62440
6049,8.9.20,Himachal Pradesh,7660,5426
6050,8.9.20,Jammu and Kashmir,44570,33561
6051,8.9.20,Jharkhand,52620,38032
6052,8.9.20,Karnataka,404324,307304
6053,8.9.20,Kerala,89489,67356
6054,8.9.20,Ladakh,3064,2246
6055,8.9.20,Madhya Pradesh,75459,58498
6056,8.9.20,Maharashtra,923641,686349
6057,8.9.20,Manipur,7106,5396
6058,8.9.20,Meghalaya,3034,1577
6059,8.9.20,Mizoram,1114,735
6060,8.9.20,Nagaland,4220,3695
6061,8.9.20,Odisha,127892,99954
6062,8.9.20,Puducherry,17316,12460
6063,8.9.20,Punjab,65583,48943
6064,8.9.20,Rajasthan,92536,77578
6065,8.9.20,Sikkim,1939,1401
6066,8.9.20,Tamil Nadu,469256,418041
6067,8.9.20,Telengana,145163,113493
6068,8.9.20,Tripura,16135,9494
6069,8.9.20,Uttarakhand,25436,17471
6070,8.9.20,Uttar Pradesh,271851,209707
6071,8.9.20,West Bengal,183865,160649
6072,9.9.20,Andaman and Nicobar Islands,3392,3085
6073,9.9.20,Andhra Pradesh,517094,420325
6074,9.9.20,Arunachal Pradesh,5402,3732
6075,9.9.20,Assam,130823,101617
6076,9.9.20,Bihar,150502,135156
6077,9.9.20,Chandigarh,6372,4038
6078,9.9.20,Chhattisgarh,50114,23199
6079,9.9.20,Dadra and Nagar Haveli and Daman and Diu,2617,2323
6080,9.9.20,Delhi,197135,174758
6081,9.9.20,Goa,21630,17131
6082,9.9.20,Gujarat,106804,90485
6083,9.9.20,Haryana,81059,64169
6084,9.9.20,Himachal Pradesh,7831,5505
6085,9.9.20,Jammu and Kashmir,45925,34066
6086,9.9.20,Jharkhand,55296,39858
6087,9.9.20,Karnataka,412190,315253
6088,9.9.20,Kerala,92515,69235
6089,9.9.20,Ladakh,3102,2246
6090,9.9.20,Madhya Pradesh,77323,60118
6091,9.9.20,Maharashtra,943772,699963
6092,9.9.20,Manipur,7202,5519
6093,9.9.20,Meghalaya,3076,1733
6094,9.9.20,Mizoram,1123,745
6095,9.9.20,Nagaland,4245,3749
6096,9.9.20,Odisha,131382,102754
6097,9.9.20,Puducherry,17749,12918
6098,9.9.20,Punjab,67547,51317
6099,9.9.20,Rajasthan,94126,79036
6100,9.9.20,Sikkim,1958,1420
6101,9.9.20,Tamil Nadu,474940,424727
6102,9.9.20,Telengana,147642,115988
6103,9.9.20,Tripura,16717,9814
6104,9.9.20,Uttarakhand,26094,17833
6105,9.9.20,Uttar Pradesh,278473,215217
6106,9.9.20,West Bengal,186956,163702
6107,10.9.20,Andaman and Nicobar Islands,3426,3129
6108,10.9.20,Andhra Pradesh,527512,430241
6109,10.9.20,Arunachal Pradesh,5545,3915
6110,10.9.20,Assam,133066,103900
6111,10.9.20,Bihar,152192,136566
6112,10.9.20,Chandigarh,6704,4220
6113,10.9.20,Chhattisgarh,52932,24891
6114,10.9.20,Dadra and Nagar Haveli and Daman and Diu,2643,2348
6115,10.9.20,Delhi,201174,177401
6116,10.9.20,Goa,22251,17418
6117,10.9.20,Gujarat,108133,91837
6118,10.9.20,Haryana,83353,66025
6119,10.9.20,Himachal Pradesh,8147,5660
6120,10.9.20,Jammu and Kashmir,47542,34703
6121,10.9.20,Jharkhand,56897,41171
6122,10.9.20,Karnataka,421730,322241
6123,10.9.20,Kerala,95917,71301
6124,10.9.20,Ladakh,3142,2364
6125,10.9.20,Madhya Pradesh,79192,61490
6126,10.9.20,Maharashtra,967349,714249
6127,10.9.20,Manipur,7362,5588
6128,10.9.20,Meghalaya,3197,1842
6129,10.9.20,Mizoram,1192,750
6130,10.9.20,Nagaland,4375,3797
6131,10.9.20,Odisha,135130,105875
6132,10.9.20,Puducherry,18084,13314
6133,10.9.20,Punjab,69684,52619
6134,10.9.20,Rajasthan,95736,80628
6135,10.9.20,Sikkim,1989,1436
6136,10.9.20,Tamil Nadu,480524,431321
6137,10.9.20,Telengana,150176,118070
6138,10.9.20,Tripura,17252,10166
6139,10.9.20,Uttarakhand,27211,18634
6140,10.9.20,Uttar Pradesh,285041,221013
6141,10.9.20,West Bengal,190063,166722
6142,11.9.20,Andaman and Nicobar Islands,3465,3172
6143,11.9.20,Andhra Pradesh,537687,440349
6144,11.9.20,Arunachal Pradesh,5672,4014
6145,11.9.20,Assam,135805,106115
6146,11.9.20,Bihar,153568,138329
6147,11.9.20,Chandigarh,6987,4414
6148,11.9.20,Chhattisgarh,55680,26348
6149,11.9.20,Dadra and Nagar Haveli and Daman and Diu,2671,2377
6150,11.9.20,Delhi,205482,180066
6151,11.9.20,Goa,22890,17860
6152,11.9.20,Gujarat,109465,93267
6153,11.9.20,Haryana,85944,67612
6154,11.9.20,Himachal Pradesh,8466,5743
6155,11.9.20,Jammu and Kashmir,49134,35060
6156,11.9.20,Jharkhand,58079,42632
6157,11.9.20,Karnataka,430947,329391
6158,11.9.20,Kerala,99266,72974
6159,11.9.20,Ladakh,3177,2402
6160,11.9.20,Madhya Pradesh,81379,62946
6161,11.9.20,Maharashtra,990795,728997
6162,11.9.20,Manipur,7470,5837
6163,11.9.20,Meghalaya,3296,1862
6164,11.9.20,Mizoram,1333,750
6165,11.9.20,Nagaland,4636,3802
6166,11.9.20,Odisha,139121,108592
6167,11.9.20,Puducherry,18536,13742
6168,11.9.20,Punjab,72143,54055
6169,11.9.20,Rajasthan,97376,81674
6170,11.9.20,Sikkim,2009,1477
6171,11.9.20,Tamil Nadu,486052,437570
6172,11.9.20,Telengana,152602,120407
6173,11.9.20,Tripura,17811,10428
6174,11.9.20,Uttarakhand,28266,19160
6175,11.9.20,Uttar Pradesh,292029,225712
6176,11.9.20,West Bengal,193175,169798
6177,12.9.20,Andaman and Nicobar Islands,3494,3208
6178,12.9.20,Andhra Pradesh,547686,451495
6179,12.9.20,Arunachal Pradesh,5825,4136
6180,12.9.20,Assam,138339,108759
6181,12.9.20,Bihar,155445,140255
6182,12.9.20,Chandigarh,7292,4686
6183,12.9.20,Chhattisgarh,58643,27642
6184,12.9.20,Dadra and Nagar Haveli and Daman and Diu,2695,2415
6185,12.9.20,Delhi,209748,182841
6186,12.9.20,Goa,23445,18341
6187,12.9.20,Gujarat,110809,94523
6188,12.9.20,Haryana,88332,69457
6189,12.9.20,Himachal Pradesh,8784,5910
6190,12.9.20,Jammu and Kashmir,50712,35543
6191,12.9.20,Jharkhand,59040,43860
6192,12.9.20,Karnataka,440411,342066
6193,12.9.20,Kerala,102254,74310
6194,12.9.20,Ladakh,3228,2425
6195,12.9.20,Madhya Pradesh,83619,64627
6196,12.9.20,Maharashtra,1015681,743747
6197,12.9.20,Manipur,7579,6046
6198,12.9.20,Meghalaya,3447,1913
6199,12.9.20,Mizoram,1379,790
6200,12.9.20,Nagaland,4946,3812
6201,12.9.20,Odisha,143117,112667
6202,12.9.20,Puducherry,19026,14148
6203,12.9.20,Punjab,74616,55520
6204,12.9.20,Rajasthan,99036,83177
6205,12.9.20,Sikkim,2026,1494
6206,12.9.20,Tamil Nadu,491571,443653
6207,12.9.20,Telengana,154880,122875
6208,12.9.20,Tripura,18281,10916
6209,12.9.20,Uttarakhand,29221,19816
6210,12.9.20,Uttar Pradesh,299045,231724
6211,12.9.20,West Bengal,196332,172871
6212,13.9.20,Andaman and Nicobar Islands,3521,3253
6213,13.9.20,Andhra Pradesh,557587,461854
6214,13.9.20,Arunachal Pradesh,5975,4263
6215,13.9.20,Assam,140471,111338
6216,13.9.20,Bihar,156703,142307
6217,13.9.20,Chandigarh,7542,4956
6218,13.9.20,Chhattisgarh,61763,28517
6219,13.9.20,Dadra and Nagar Haveli and Daman and Diu,2725,2446
6220,13.9.20,Delhi,214069,186010
6221,13.9.20,Goa,24185,18862
6222,13.9.20,Gujarat,112174,95873
6223,13.9.20,Haryana,91115,71669
6224,13.9.20,Himachal Pradesh,9229,6035
6225,13.9.20,Jammu and Kashmir,52410,36149
6226,13.9.20,Jharkhand,60460,45616
6227,13.9.20,Karnataka,449551,351717
6228,13.9.20,Kerala,105139,76269
6229,13.9.20,Ladakh,3294,2453
6230,13.9.20,Madhya Pradesh,85966,66126
6231,13.9.20,Maharashtra,1037765,757627
6232,13.9.20,Manipur,7731,6147
6233,13.9.20,Meghalaya,3615,2045
6234,13.9.20,Mizoram,1414,823
6235,13.9.20,Nagaland,5064,3849
6236,13.9.20,Odisha,146894,115895
6237,13.9.20,Puducherry,19445,14598
6238,13.9.20,Punjab,77057,57673
6239,13.9.20,Rajasthan,100705,84123
6240,13.9.20,Sikkim,2055,1514
6241,13.9.20,Tamil Nadu,497066,449956
6242,13.9.20,Telengana,157096,125489
6243,13.9.20,Tripura,18910,11326
6244,13.9.20,Uttarakhand,30336,20555
6245,13.9.20,Uttar Pradesh,305831,237876
6246,13.9.20,West Bengal,199493,175972
6247,14.9.20,Andaman and Nicobar Islands,3546,3294
6248,14.9.20,Andhra Pradesh,567123,472051
6249,14.9.20,Arunachal Pradesh,6121,4389
6250,14.9.20,Assam,141763,113602
6251,14.9.20,Bihar,158285,144172
6252,14.9.20,Chandigarh,7991,5263
6253,14.9.20,Chhattisgarh,63991,32486
6254,14.9.20,Dadra and Nagar Haveli and Daman and Diu,2745,2490
6255,14.9.20,Delhi,218304,189492
6256,14.9.20,Goa,24592,19419
6257,14.9.20,Gujarat,113500,97093
6258,14.9.20,Haryana,93641,73562
6259,14.9.20,Himachal Pradesh,9555,6191
6260,14.9.20,Jammu and Kashmir,54096,36615
6261,14.9.20,Jharkhand,61474,47138
6262,14.9.20,Karnataka,459445,360223
6263,14.9.20,Kerala,108278,78138
6264,14.9.20,Ladakh,3345,2476
6265,14.9.20,Madhya Pradesh,88247,67760
6266,14.9.20,Maharashtra,1060308,769592
6267,14.9.20,Manipur,7875,6237
6268,14.9.20,Meghalaya,3724,2101
6269,14.9.20,Mizoram,1428,830
6270,14.9.20,Nagaland,5083,3911
6271,14.9.20,Odisha,150807,119268
6272,14.9.20,Puducherry,19833,14955
6273,14.9.20,Punjab,79679,59892
6274,14.9.20,Rajasthan,102408,85754
6275,14.9.20,Sikkim,2086,1519
6276,14.9.20,Tamil Nadu,502759,455747
6277,14.9.20,Telengana,158513,127981
6278,14.9.20,Tripura,19165,11736
6279,14.9.20,Uttarakhand,31973,21454
6280,14.9.20,Uttar Pradesh,312036,243914
6281,14.9.20,West Bengal,202708,179084
6282,15.9.20,Andaman and Nicobar Islands,3557,3330
6283,15.9.20,Andhra Pradesh,575079,481875
6284,15.9.20,Arunachal Pradesh,6298,4542
6285,15.9.20,Assam,144166,115536
6286,15.9.20,Bihar,160366,146391
6287,15.9.20,Chandigarh,8245,5398
6288,15.9.20,Chhattisgarh,67327,33682
6289,15.9.20,Dadra and Nagar Haveli and Daman and Diu,2763,2515
6290,15.9.20,Delhi,221533,192892
6291,15.9.20,Goa,24898,19952
6292,15.9.20,Gujarat,114834,98365
6293,15.9.20,Haryana,96129,75712
6294,15.9.20,Himachal Pradesh,9923,6264
6295,15.9.20,Jammu and Kashmir,55325,37276
6296,15.9.20,Jharkhand,62737,48673
6297,15.9.20,Karnataka,467689,369207
6298,15.9.20,Kerala,110818,80263
6299,15.9.20,Ladakh,3419,2516
6300,15.9.20,Madhya Pradesh,90730,69502
6301,15.9.20,Maharashtra,1077374,785744
6302,15.9.20,Manipur,7971,6386
6303,15.9.20,Meghalaya,3864,2178
6304,15.9.20,Mizoram,1468,919
6305,15.9.20,Nagaland,5214,3925
6306,15.9.20,Odisha,155005,122661
6307,15.9.20,Puducherry,20226,15421
6308,15.9.20,Punjab,82113,61423
6309,15.9.20,Rajasthan,104138,87412
6310,15.9.20,Sikkim,2119,1537
6311,15.9.20,Tamil Nadu,508511,461599
6312,15.9.20,Telengana,160571,130171
6313,15.9.20,Tripura,19696,12132
6314,15.9.20,Uttarakhand,33016,22642
6315,15.9.20,Uttar Pradesh,317195,249908
6316,15.9.20,West Bengal,205919,182226
6317,16.9.20,Andaman and Nicobar Islands,3574,3370
6318,16.9.20,Andhra Pradesh,583925,491572
6319,16.9.20,Arunachal Pradesh,6466,4671
6320,16.9.20,Assam,146575,117395
6321,16.9.20,Bihar,160871,147816
6322,16.9.20,Chandigarh,8592,5601
6323,16.9.20,Chhattisgarh,70777,34868
6324,16.9.20,Dadra and Nagar Haveli and Daman and Diu,2783,2554
6325,16.9.20,Delhi,225796,196009
6326,16.9.20,Goa,25511,20409
6327,16.9.20,Gujarat,116183,99826
6328,16.9.20,Haryana,98622,78192
6329,16.9.20,Himachal Pradesh,10335,6534
6330,16.9.20,Jammu and Kashmir,56654,37976
6331,16.9.20,Jharkhand,64439,50321
6332,16.9.20,Karnataka,475265,376710
6333,16.9.20,Kerala,114033,82807
6334,16.9.20,Ladakh,3499,2561
6335,16.9.20,Madhya Pradesh,93053,71433
6336,16.9.20,Maharashtra,1097856,805682
6337,16.9.20,Manipur,8210,6465
6338,16.9.20,Meghalaya,4036,2218
6339,16.9.20,Mizoram,1480,922
6340,16.9.20,Nagaland,5229,3960
6341,16.9.20,Odisha,158650,126383
6342,16.9.20,Puducherry,20601,15927
6343,16.9.20,Punjab,84482,63328
6344,16.9.20,Rajasthan,105898,89137
6345,16.9.20,Sikkim,2173,1709
6346,16.9.20,Tamil Nadu,514208,467402
6347,16.9.20,Telengana,162844,132443
6348,16.9.20,Tripura,20150,12652
6349,16.9.20,Uttarakhand,34407,23668
6350,16.9.20,Uttar Pradesh,324036,256701
6351,16.9.20,West Bengal,209146,185204
6352,17.9.20,Andaman and Nicobar Islands,3593,3397
6353,17.9.20,Andhra Pradesh,592760,502481
6354,17.9.20,Arunachal Pradesh,6692,4800
6355,17.9.20,Assam,148969,119878
6356,17.9.20,Bihar,162463,149504
6357,17.9.20,Chandigarh,8958,5787
6358,17.9.20,Chhattisgarh,73966,36496
6359,17.9.20,Dadra and Nagar Haveli and Daman and Diu,2810,2577
6360,17.9.20,Delhi,230269,199355
6361,17.9.20,Goa,26139,20764
6362,17.9.20,Gujarat,117547,101285
6363,17.9.20,Haryana,101316,79982
6364,17.9.20,Himachal Pradesh,10795,6649
6365,17.9.20,Jammu and Kashmir,58244,38741
6366,17.9.20,Jharkhand,66074,51936
6367,17.9.20,Karnataka,484990,383345
6368,17.9.20,Kerala,117863,85088
6369,17.9.20,Ladakh,3535,2582
6370,17.9.20,Madhya Pradesh,95515,73379
6371,17.9.20,Maharashtra,1121221,823715
6372,17.9.20,Manipur,8320,6569
6373,17.9.20,Meghalaya,4195,2293
6374,17.9.20,Mizoram,1506,939
6375,17.9.20,Nagaland,5263,4002
6376,17.9.20,Odisha,162920,130515
6377,17.9.20,Puducherry,21111,16341
6378,17.9.20,Punjab,87184,66162
6379,17.9.20,Rajasthan,107680,90631
6380,17.9.20,Sikkim,2221,1741
6381,17.9.20,Tamil Nadu,519860,473227
6382,17.9.20,Telengana,165003,134560
6383,17.9.20,Tripura,20676,13178
6384,17.9.20,Uttarakhand,35947,24879
6385,17.9.20,Uttar Pradesh,330265,263263
6386,17.9.20,West Bengal,212383,188236
6387,18.9.20,Andaman and Nicobar Islands,3604,3430
6388,18.9.20,Andhra Pradesh,601462,513265
6389,18.9.20,Arunachal Pradesh,6851,4980
6390,18.9.20,Assam,150349,122141
6391,18.9.20,Bihar,164051,150895
6392,18.9.20,Chandigarh,9256,6171
6393,18.9.20,Chhattisgarh,77775,41739
6394,18.9.20,Dadra and Nagar Haveli and Daman and Diu,2831,2610
6395,18.9.20,Delhi,234701,202980
6396,18.9.20,Goa,26783,21171
6397,18.9.20,Gujarat,118926,102951
6398,18.9.20,Haryana,103773,82759
6399,18.9.20,Himachal Pradesh,11190,7044
6400,18.9.20,Jammu and Kashmir,59711,39472
6401,18.9.20,Jharkhand,67100,53397
6402,18.9.20,Karnataka,494356,390706
6403,18.9.20,Kerala,122214,87834
6404,18.9.20,Ladakh,3576,2604
6405,18.9.20,Madhya Pradesh,97906,76275
6406,18.9.20,Maharashtra,1145840,843705
6407,18.9.20,Manipur,8430,6589
6408,18.9.20,Meghalaya,4356,2373
6409,18.9.20,Mizoram,1534,949
6410,18.9.20,Nagaland,5306,4113
6411,18.9.20,Odisha,167161,134135
6412,18.9.20,Puducherry,21428,16684
6413,18.9.20,Punjab,90032,68464
6414,18.9.20,Rajasthan,109473,91978
6415,18.9.20,Sikkim,2274,1811
6416,18.9.20,Tamil Nadu,525420,478810
6417,18.9.20,Telengana,167046,136373
6418,18.9.20,Tripura,20949,13787
6419,18.9.20,Uttarakhand,37139,25425
6420,18.9.20,Uttar Pradesh,336294,268059
6421,18.9.20,West Bengal,215580,191244
6422,19.9.20,Andaman and Nicobar Islands,3631,3466
6423,19.9.20,Andhra Pradesh,609558,525135
6424,19.9.20,Arunachal Pradesh,7005,5119
6425,19.9.20,Assam,152858,124227
6426,19.9.20,Bihar,165218,152609
6427,19.9.20,Chandigarh,9506,6528
6428,19.9.20,Chhattisgarh,81617,45037
6429,19.9.20,Dadra and Nagar Haveli and Daman and Diu,2859,2641
6430,19.9.20,Delhi,238828,206578
6431,19.9.20,Goa,27379,21649
6432,19.9.20,Gujarat,120336,104260
6433,19.9.20,Haryana,106261,84970
6434,19.9.20,Himachal Pradesh,11622,7192
6435,19.9.20,Jammu and Kashmir,61041,40271
6436,19.9.20,Jharkhand,68578,54654
6437,19.9.20,Karnataka,502982,401834
6438,19.9.20,Kerala,126381,90586
6439,19.9.20,Ladakh,3635,2648
6440,19.9.20,Madhya Pradesh,100458,78853
6441,19.9.20,Maharashtra,1167496,866223
6442,19.9.20,Manipur,8607,6681
6443,19.9.20,Meghalaya,4445,2469
6444,19.9.20,Mizoram,1548,973
6445,19.9.20,Nagaland,5357,4144
6446,19.9.20,Odisha,171341,138249
6447,19.9.20,Puducherry,21913,17177
6448,19.9.20,Punjab,92833,71171
6449,19.9.20,Rajasthan,111290,93573
6450,19.9.20,Sikkim,2303,1881
6451,19.9.20,Tamil Nadu,530908,484402
6452,19.9.20,Telengana,169169,138533
6453,19.9.20,Tripura,21484,14377
6454,19.9.20,Uttarakhand,38007,26714
6455,19.9.20,Uttar Pradesh,342788,274963
6456,19.9.20,West Bengal,218772,194263
6457,20.9.20,Andaman and Nicobar Islands,3644,3488
6458,20.9.20,Andhra Pradesh,617776,536013
6459,20.9.20,Arunachal Pradesh,7250,5293
6460,20.9.20,Assam,155453,126091
6461,20.9.20,Bihar,166788,154159
6462,20.9.20,Chandigarh,9796,6885
6463,20.9.20,Chhattisgarh,84234,46745
6464,20.9.20,Dadra and Nagar Haveli and Daman and Diu,2887,2679
6465,20.9.20,Delhi,242899,210835
6466,20.9.20,Goa,28022,22102
6467,20.9.20,Gujarat,121768,105746
6468,20.9.20,Haryana,108952,87270
6469,20.9.20,Himachal Pradesh,11908,7600
6470,20.9.20,Jammu and Kashmir,62533,41252
6471,20.9.20,Jharkhand,69860,56312
6472,20.9.20,Karnataka,511346,412763
6473,20.9.20,Kerala,131005,93470
6474,20.9.20,Ladakh,3708,2715
6475,20.9.20,Madhya Pradesh,103065,81101
6476,20.9.20,Maharashtra,1188015,890149
6477,20.9.20,Manipur,8724,6778
6478,20.9.20,Meghalaya,4557,2519
6479,20.9.20,Mizoram,1578,990
6480,20.9.20,Nagaland,5392,4186
6481,20.9.20,Odisha,175550,142348
6482,20.9.20,Puducherry,22456,17671
6483,20.9.20,Punjab,95529,73130
6484,20.9.20,Rajasthan,113124,95127
6485,20.9.20,Sikkim,2423,1997
6486,20.9.20,Tamil Nadu,536477,490024
6487,20.9.20,Telengana,171306,140733
6488,20.9.20,Tripura,22032,15049
6489,20.9.20,Uttarakhand,40085,27620
